emp_no,title,first_name,last_name,birth_date,from_date,to_date
220699,Staff,Nahid,Gyimothy,1965-01-07,1995-08-18,9999-01-01
220799,Senior Engineer,Perla,Orlowska,1965-01-17,1990-12-03,1998-10-13
220799,Senior Engineer,Perla,Orlowska,1965-01-17,1998-10-13,9999-01-01
221126,Senior Engineer,Tesuya,dAstous,1965-01-23,1988-11-29,9999-01-01
221367,Senior Staff,Saddek,Farris,1965-01-13,1990-11-06,9999-01-01
221369,Engineer,Abdulah,Pocchiola,1965-01-28,1996-08-28,9999-01-01
221435,Senior Engineer,Djenana,Marrevee,1965-01-06,1994-02-06,9999-01-01
221973,Senior Staff,Sangeeta,Kalefeld,1965-01-17,1990-06-06,9999-01-01
222206,Senior Staff,Stein,Uludag,1965-01-21,1988-01-30,9999-01-01
222311,Senior Engineer,Miyeon,Billingsley,1965-01-20,1992-12-05,9999-01-01
222319,Senior Engineer,Matt,Chvatal,1965-01-20,1994-11-09,9999-01-01
222354,Engineer,Valdiodio,Schlumberger,1965-01-15,1993-08-07,9999-01-01
222616,Assistant Engineer,Badri,Schapire,1965-02-01,1998-01-19,9999-01-01
222770,Senior Engineer,Kazuhiko,Kushner,1965-01-22,1995-08-01,9999-01-01
222878,Senior Engineer,Annemarie,Zallocco,1965-01-10,1990-05-28,1996-12-01
222878,Senior Engineer,Annemarie,Zallocco,1965-01-10,1996-12-01,9999-01-01
222926,Senior Engineer,Limsoon,Erol,1965-01-10,1997-12-31,9999-01-01
222952,Senior Engineer,Gopalakrishnan,Suermann,1965-01-28,1991-04-30,9999-01-01
222998,Senior Staff,Leaf,Awdeh,1965-01-07,1985-02-20,1992-10-02
222998,Senior Staff,Leaf,Awdeh,1965-01-07,1992-10-02,9999-01-01
223593,Staff,Hidefumi,Moehrke,1965-01-20,1998-03-04,9999-01-01
223595,Technique Leader,Chiranjit,Dredge,1965-02-01,1999-09-05,9999-01-01
224135,Engineer,Annemarie,Bressoud,1965-01-02,1998-06-23,9999-01-01
224335,Senior Engineer,Perry,Chachaty,1965-01-29,1985-07-22,9999-01-01
224390,Senior Staff,True,Shobatake,1965-01-24,1996-05-17,9999-01-01
224934,Senior Staff,George,Miake,1965-01-05,1988-01-02,9999-01-01
225438,Senior Staff,Remmert,Quaggetto,1965-01-14,1992-04-28,9999-01-01
225601,Engineer,Masasuke,Genin,1965-01-13,1994-06-25,9999-01-01
225788,Engineer,Ipke,Kieras,1965-01-08,1995-12-18,9999-01-01
225867,Senior Engineer,Ramalingam,Remmele,1965-01-26,1999-09-03,9999-01-01
225964,Senior Engineer,Mooi,Cooman,1965-01-19,1989-06-07,9999-01-01
226216,Technique Leader,Giordano,Gini,1965-01-28,1993-08-14,9999-01-01
226227,Senior Engineer,Herbert,Erva,1965-01-07,1986-09-06,9999-01-01
227354,Senior Engineer,Gio,Murtha,1965-01-12,1986-11-11,9999-01-01
227476,Senior Engineer,Macha,Schnabel,1965-01-11,1988-05-11,9999-01-01
227681,Staff,Mikhail,Rousseau,1965-01-30,1998-11-30,9999-01-01
227899,Staff,Garnik,Luce,1965-01-23,1998-09-15,9999-01-01
227901,Senior Staff,Francesca,Azuma,1965-01-26,1996-06-08,9999-01-01
228098,Engineer,IEEE,Kroll,1965-01-18,1997-05-10,1998-02-17
228098,Engineer,IEEE,Kroll,1965-01-18,1998-02-17,9999-01-01
228248,Senior Staff,Yuriy,Plump,1965-01-09,1988-09-08,9999-01-01
228554,Senior Staff,Bilhanan,Brendel,1965-01-03,1990-12-23,9999-01-01
228766,Senior Engineer,Nahla,Smailagic,1965-01-11,1991-11-22,1993-02-12
228766,Senior Engineer,Nahla,Smailagic,1965-01-11,1993-02-12,9999-01-01
229098,Senior Staff,Berry,Yurek,1965-01-08,1995-08-16,9999-01-01
229220,Senior Engineer,Fabrizio,Lichtman,1965-01-21,1987-02-09,9999-01-01
229248,Staff,Harjit,Terekhov,1965-01-27,1995-10-19,9999-01-01
229386,Technique Leader,Pohua,Tasistro,1965-01-03,1989-06-02,1994-11-04
229386,Technique Leader,Pohua,Tasistro,1965-01-03,1994-11-04,9999-01-01
229391,Senior Engineer,Paloma,Henseler,1965-01-15,1991-06-11,9999-01-01
229404,Staff,Gilbert,Kilgour,1965-01-11,1996-04-05,9999-01-01
229547,Senior Staff,Moni,Schach,1965-01-03,1986-07-04,9999-01-01
229727,Engineer,Ewing,Millington,1965-01-23,1999-09-28,9999-01-01
229981,Senior Engineer,Jamaludin,Fordan,1965-01-19,1992-02-06,9999-01-01
230002,Senior Engineer,Tadahiro,Backhouse,1965-01-07,1991-10-02,9999-01-01
230126,Senior Staff,Bezalel,Radivojevic,1965-01-31,1988-07-02,9999-01-01
230287,Assistant Engineer,Renny,Alameldin,1965-01-14,1997-09-28,9999-01-01
230354,Senior Staff,Yinghua,Lorho,1965-01-31,1991-08-09,9999-01-01
230498,Senior Engineer,Kolar,Puppo,1965-01-15,1990-04-25,9999-01-01
230579,Senior Staff,Shahar,Negoita,1965-01-17,1994-03-19,9999-01-01
230689,Senior Staff,Dietrich,Crabtree,1965-01-14,1986-05-24,9999-01-01
230865,Staff,Takushi,Brattka,1965-01-02,1999-03-09,1999-06-03
230865,Staff,Takushi,Brattka,1965-01-02,1999-06-03,9999-01-01
231069,Staff,Trygve,Siksek,1965-01-22,1995-11-09,9999-01-01
231459,Assistant Engineer,Nectarios,Pramanik,1965-01-28,1999-11-18,9999-01-01
231671,Staff,Chandrasekaran,Pearson,1965-01-07,1995-04-14,9999-01-01
231798,Senior Engineer,Goetz,Alvarado,1965-01-28,1988-12-25,9999-01-01
232178,Senior Staff,Etsuo,Anandan,1965-01-29,1989-12-13,9999-01-01
232209,Senior Engineer,Nitsan,Rouquie,1965-01-11,1988-08-01,9999-01-01
232697,Senior Engineer,Barry,Ramsak,1965-01-23,1990-09-07,9999-01-01
232723,Engineer,Tesuya,Bugrara,1965-01-14,1993-02-13,9999-01-01
233114,Senior Engineer,Alselm,Gargeya,1965-01-20,1987-12-25,9999-01-01
233394,Engineer,Khalid,Lenart,1965-01-06,1995-12-24,9999-01-01
233397,Senior Staff,Fay,Sundgren,1965-01-16,1990-07-07,9999-01-01
233426,Senior Engineer,Etsuo,Usery,1965-01-12,1995-03-02,9999-01-01
233690,Engineer,Cedric,Riefers,1965-01-17,1994-09-08,9999-01-01
233759,Engineer,Zissis,Lodder,1965-01-14,1999-09-25,2000-05-27
233759,Engineer,Zissis,Lodder,1965-01-14,2000-05-27,9999-01-01
233765,Senior Engineer,Kotesh,Chachaty,1965-01-20,1991-03-25,9999-01-01
233785,Senior Staff,Baziley,Ballarin,1965-01-30,1987-07-28,9999-01-01
233818,Senior Engineer,Kellie,Heydon,1965-01-01,1985-11-11,9999-01-01
234195,Senior Staff,Luerbio,Terkki,1965-01-07,1991-05-14,9999-01-01
234739,Senior Engineer,Foong,Aamodt,1965-01-31,1986-06-28,9999-01-01
235017,Senior Staff,Irena,Dratva,1965-01-17,1991-09-07,9999-01-01
235096,Senior Staff,Sverrir,Gyimothy,1965-01-21,1987-03-21,1995-07-30
235096,Senior Staff,Sverrir,Gyimothy,1965-01-21,1995-07-30,9999-01-01
235325,Senior Engineer,Gro,Prochazka,1965-01-06,1992-10-16,9999-01-01
235368,Senior Engineer,Anneli,Joslin,1965-01-09,1987-04-12,9999-01-01
235458,Senior Staff,Gio,Heuser,1965-01-05,1992-06-28,9999-01-01
235729,Senior Staff,Henk,Anger,1965-02-01,1993-01-19,9999-01-01
235780,Senior Engineer,Sampalli,Bergere,1965-01-17,1994-04-08,9999-01-01
235793,Senior Engineer,Jayesh,Spinelli,1965-01-03,1992-07-18,1999-01-16
235793,Senior Engineer,Jayesh,Spinelli,1965-01-03,1999-01-16,9999-01-01
236315,Technique Leader,IEEE,Raczkowsky,1965-01-31,1996-07-24,9999-01-01
236566,Senior Staff,Yechezkel,Maginnis,1965-01-17,1992-12-11,9999-01-01
236591,Senior Staff,Insup,Reinhard,1965-01-11,1985-04-08,9999-01-01
236827,Senior Engineer,Almudena,Rijckaert,1965-01-28,1994-02-16,9999-01-01
236883,Staff,Huan,Olivero,1965-01-27,1999-11-19,9999-01-01
236964,Staff,Adel,Foote,1965-01-17,1998-08-19,2000-03-20
236964,Staff,Adel,Foote,1965-01-17,2000-03-20,9999-01-01
238112,Technique Leader,Miomir,Frezza,1965-01-12,1991-05-25,9999-01-01
238252,Staff,Uno,Suppi,1965-01-09,1996-12-27,9999-01-01
238422,Senior Staff,Vishv,Angelov,1965-01-10,1988-03-08,9999-01-01
238949,Senior Staff,Minghong,Cronin,1965-01-09,1987-10-04,9999-01-01
239067,Staff,Tadahiko,Pocchiola,1965-01-11,1996-04-02,9999-01-01
239244,Senior Staff,Abdulla,Kitai,1965-01-13,1987-02-20,9999-01-01
239415,Senior Engineer,Susumu,Brender,1965-01-01,1993-04-17,9999-01-01
239426,Engineer,Vesna,Fairtlough,1965-01-08,1994-08-09,2002-05-07
239426,Engineer,Vesna,Fairtlough,1965-01-08,2002-05-07,9999-01-01
239664,Senior Engineer,Sugwoo,Michaels,1965-01-04,1992-08-02,9999-01-01
239706,Assistant Engineer,Arunas,Bugrara,1965-01-15,1997-04-03,9999-01-01
239748,Senior Staff,Bilhanan,Dusink,1965-01-23,1988-06-04,9999-01-01
239803,Senior Staff,Oscal,Ernst,1965-01-30,1992-05-19,9999-01-01
240132,Senior Staff,Mizuhito,Kobara,1965-02-01,1996-08-09,9999-01-01
240236,Senior Engineer,True,Tischendorf,1965-01-24,1986-01-19,9999-01-01
240285,Staff,Kolar,Greenaway,1965-01-23,1998-11-14,9999-01-01
240340,Senior Engineer,Mack,Staylopatis,1965-01-14,1985-04-02,9999-01-01
240438,Senior Staff,Temple,Cyre,1965-01-02,1992-09-30,9999-01-01
240870,Senior Staff,Francesca,Chorvat,1965-01-06,1985-03-03,1992-03-17
240870,Senior Staff,Francesca,Chorvat,1965-01-06,1992-03-17,9999-01-01
241100,Senior Engineer,Cedric,Molenaar,1965-01-23,1990-10-06,9999-01-01
241254,Senior Engineer,Jagoda,Anguita,1965-01-15,1993-05-11,9999-01-01
241292,Senior Staff,Uri,Lampe,1965-01-29,1987-10-17,2001-12-11
241292,Senior Staff,Uri,Lampe,1965-01-29,2001-12-11,9999-01-01
241567,Senior Engineer,Emran,Miara,1965-01-18,1989-05-02,9999-01-01
241667,Senior Engineer,Atilio,Olivero,1965-01-28,1985-09-04,9999-01-01
241728,Senior Engineer,Limsoon,Boudaillier,1965-01-30,1995-08-12,1999-08-08
241728,Senior Engineer,Limsoon,Boudaillier,1965-01-30,1999-08-08,9999-01-01
241872,Senior Staff,Bluma,Fetvedt,1965-01-11,1992-02-03,2001-11-14
241872,Senior Staff,Bluma,Fetvedt,1965-01-11,2001-11-14,9999-01-01
242019,Senior Engineer,Herb,Murrill,1965-01-09,1999-09-27,2001-10-28
242019,Senior Engineer,Herb,Murrill,1965-01-09,2001-10-28,9999-01-01
242081,Engineer,Tomokazu,Pargas,1965-01-12,1996-11-15,9999-01-01
242104,Senior Staff,Richara,Sudkamp,1965-01-05,1989-09-05,9999-01-01
242500,Senior Staff,Bingning,Iisaku,1965-01-08,1989-06-26,9999-01-01
242800,Engineer,Kazuyasu,Levergood,1965-01-11,1996-02-10,9999-01-01
243018,Senior Staff,Bowen,Deverell,1965-01-02,1998-12-27,9999-01-01
243077,Senior Engineer,Kazunori,Perz,1965-02-01,1999-02-25,9999-01-01
243576,Senior Staff,Abdulah,Lodder,1965-01-04,1996-11-10,9999-01-01
243637,Senior Staff,Marjo,Delgrange,1965-01-16,1990-06-24,9999-01-01
243898,Staff,Arch,Basawa,1965-01-09,1998-05-10,9999-01-01
244308,Senior Staff,Mokhtar,Rebaine,1965-01-10,1991-07-23,9999-01-01
244605,Senior Staff,Masoud,Suwa,1965-01-22,1989-11-25,1998-10-10
244605,Senior Staff,Masoud,Suwa,1965-01-22,1998-10-10,9999-01-01
244624,Senior Staff,Boaz,Seuren,1965-01-31,1987-03-27,9999-01-01
244711,Engineer,Rosli,Butner,1965-01-25,1991-03-20,9999-01-01
244714,Senior Engineer,Poorav,Clouatre,1965-01-27,1996-05-06,9999-01-01
244820,Senior Engineer,Shigenori,Hertweck,1965-01-15,1987-04-13,9999-01-01
244873,Senior Staff,Arunachalam,Oppitz,1965-01-04,1986-05-20,9999-01-01
245164,Senior Engineer,Filipp,Winter,1965-01-23,1996-10-24,9999-01-01
245396,Senior Staff,Gift,Bottner,1965-01-31,1995-03-04,9999-01-01
245664,Staff,Manohar,Kilgore,1965-01-18,1998-11-17,9999-01-01
246146,Senior Engineer,Zhongwei,Melski,1965-01-30,1987-09-04,9999-01-01
246244,Staff,George,Casperson,1965-01-09,2000-01-20,9999-01-01
246364,Engineer,Alper,Tiemann,1965-01-06,1998-10-29,9999-01-01
246764,Staff,Shuzo,Czaja,1965-01-04,1997-11-29,9999-01-01
246798,Senior Staff,Tianruo,Strooper,1965-01-09,1993-10-28,2001-12-07
246798,Senior Staff,Tianruo,Strooper,1965-01-09,2001-12-07,9999-01-01
246902,Staff,Shih,Shanbhogue,1965-01-27,1998-04-19,9999-01-01
247089,Senior Staff,Seongbae,Schahn,1965-01-17,1992-12-10,9999-01-01
247122,Senior Staff,Xiaobin,Narlikar,1965-01-23,1992-02-14,9999-01-01
247447,Senior Engineer,Tzu,Bakhtari,1965-01-28,1994-03-18,9999-01-01
247456,Engineer,Masako,Bahk,1965-01-16,1997-07-31,9999-01-01
247612,Engineer,Chiranjit,Constantine,1965-01-04,1997-05-25,9999-01-01
247875,Senior Staff,Xiong,Anick,1965-01-02,1991-04-23,9999-01-01
247888,Senior Engineer,Abdelghani,Lagarias,1965-01-15,1985-09-06,9999-01-01
248256,Staff,Sajjan,Falby,1965-01-05,1996-08-29,9999-01-01
248351,Senior Staff,Jaana,Milicia,1965-02-01,1985-06-02,9999-01-01
248758,Senior Staff,Snehasis,Muhlberg,1965-02-01,1991-07-16,1994-12-25
248758,Senior Staff,Snehasis,Muhlberg,1965-02-01,1994-12-25,9999-01-01
248953,Assistant Engineer,Percy,Sudbeck,1965-01-29,1996-08-29,9999-01-01
249239,Senior Engineer,Hideyuki,Decleir,1965-01-21,1994-05-04,9999-01-01
249325,Staff,Ute,Pokrovskii,1965-01-26,1997-06-09,9999-01-01
249433,Senior Engineer,Ayonca,Matzov,1965-01-16,1988-06-03,9999-01-01
249504,Senior Engineer,Dmitry,Velardi,1965-01-07,1994-03-01,1995-10-20
249504,Senior Engineer,Dmitry,Velardi,1965-01-07,1995-10-20,9999-01-01
249780,Senior Engineer,Nechama,Gaughan,1965-01-12,1986-01-16,1993-07-09
249780,Senior Engineer,Nechama,Gaughan,1965-01-12,1993-07-09,9999-01-01
249799,Senior Engineer,Jolita,Neimat,1965-01-04,1993-12-27,9999-01-01
249866,Senior Staff,Steen,Gubsky,1965-01-15,1989-01-14,9999-01-01
249969,Senior Engineer,Georgi,Luiz,1965-01-21,1991-06-10,9999-01-01
250411,Senior Staff,Ranga,Sommen,1965-01-27,1989-01-20,9999-01-01
250452,Senior Engineer,Alexius,Plavsic,1965-01-14,2000-01-17,9999-01-01
250748,Senior Engineer,Kish,Turnbull,1965-01-27,1987-02-10,9999-01-01
251166,Senior Staff,Hinrich,Hooghiemstra,1965-01-22,1985-10-05,9999-01-01
251233,Senior Engineer,Yucel,Bernini,1965-01-07,1993-02-19,9999-01-01
251301,Senior Staff,Pintsang,Impagliazzo,1965-01-30,1989-05-06,9999-01-01
251341,Senior Staff,Divier,Kumaresan,1965-01-11,1992-12-05,9999-01-01
251403,Technique Leader,Utpal,DuBourdieux,1965-01-01,1997-11-19,9999-01-01
251437,Engineer,Shichao,Iwayama,1965-01-20,1989-10-17,9999-01-01
251645,Senior Staff,Bezalel,Tsunoo,1965-01-06,1992-06-17,9999-01-01
251680,Senior Engineer,Moty,Sommen,1965-01-05,1990-08-14,9999-01-01
251814,Technique Leader,Mitsuyuki,Zockler,1965-01-01,1998-09-14,9999-01-01
252185,Engineer,Chaosheng,Conta,1965-01-01,1997-04-14,9999-01-01
252316,Senior Engineer,Gill,Niizuma,1965-01-07,1994-10-08,9999-01-01
252392,Senior Engineer,Sanjeeva,Peron,1965-01-01,1993-12-26,9999-01-01
253029,Engineer,Thodoros,Thimonier,1965-01-13,1995-04-05,9999-01-01
253707,Staff,Insup,Hainaut,1965-01-05,1998-02-11,9999-01-01
253838,Assistant Engineer,Stafford,Terlouw,1965-01-28,1999-02-21,9999-01-01
253893,Senior Engineer,Huiqun,Trystram,1965-01-04,1993-05-10,9999-01-01
254044,Senior Engineer,Gunilla,Brendel,1965-01-16,1992-04-10,9999-01-01
254399,Technique Leader,Armond,Lores,1965-01-24,1999-09-16,9999-01-01
254821,Staff,Tonny,Couchot,1965-01-24,1994-12-12,9999-01-01
255466,Senior Engineer,Huan,Roccetti,1965-01-18,1985-07-03,9999-01-01
255657,Senior Engineer,Oldrich,Cyre,1965-01-20,1985-02-10,9999-01-01
255779,Technique Leader,Heejo,Merle,1965-01-31,1997-09-04,9999-01-01
256216,Engineer,Halsur,Brodal,1965-01-01,1997-11-22,9999-01-01
256856,Senior Staff,Hongzue,Barbanera,1965-01-03,1987-06-17,9999-01-01
256881,Senior Engineer,Ioana,Jakobus,1965-01-03,1990-08-10,9999-01-01
256888,Staff,Heather,Pehl,1965-01-03,1993-09-15,9999-01-01
257062,Senior Engineer,Stabislas,Pardalos,1965-01-24,1989-06-21,9999-01-01
257378,Senior Staff,Pascal,Bernatsky,1965-01-06,1988-09-03,9999-01-01
257469,Senior Staff,Anyuan,Hanratty,1965-01-22,1988-01-06,9999-01-01
257484,Senior Staff,Shaowei,Nicolson,1965-01-01,1986-12-07,9999-01-01
258028,Engineer,Mountaz,Reinhart,1965-01-07,2000-01-21,2001-07-03
258028,Engineer,Mountaz,Reinhart,1965-01-07,2001-07-03,9999-01-01
258124,Senior Staff,Mariusz,Zolotykh,1965-01-17,1990-07-28,9999-01-01
258470,Staff,Weiwu,Butner,1965-01-04,1995-02-14,9999-01-01
258643,Senior Engineer,Przemyslawa,Esposito,1965-01-11,1992-02-27,9999-01-01
259042,Staff,Xiaoqiang,Farrow,1965-01-12,1997-01-01,9999-01-01
259237,Senior Staff,Palash,Gammage,1965-01-27,1987-10-23,9999-01-01
259273,Senior Engineer,Xiahua,Gomatam,1965-01-22,1989-12-01,9999-01-01
259611,Senior Staff,Shuichi,Marrakchi,1965-01-27,1990-08-21,9999-01-01
259619,Senior Staff,Conal,Magliocco,1965-01-21,1992-05-09,9999-01-01
259718,Senior Staff,Stepehn,Bouloucos,1965-01-24,1991-09-17,1993-12-13
259718,Senior Staff,Stepehn,Bouloucos,1965-01-24,1993-12-13,9999-01-01
260153,Technique Leader,Mingdong,Baar,1965-01-28,1991-10-14,9999-01-01
260249,Staff,Vugranam,Beausoleil,1965-01-22,1998-05-14,9999-01-01
260361,Engineer,Reinhold,Rahier,1965-01-25,1995-06-06,1997-10-09
260361,Engineer,Reinhold,Rahier,1965-01-25,1997-10-09,9999-01-01
260399,Senior Staff,Hatem,Birsak,1965-01-30,1989-04-10,9999-01-01
260408,Senior Staff,Sasan,Brookner,1965-01-19,1996-09-03,9999-01-01
260501,Technique Leader,Dzung,Pargas,1965-01-14,1990-05-17,9999-01-01
261184,Senior Engineer,Masako,Kornatzky,1965-01-30,1987-08-29,9999-01-01
261631,Engineer,Jianhua,Huttel,1965-01-08,1998-02-23,9999-01-01
261662,Senior Staff,Berni,Assaf,1965-01-11,1989-09-08,9999-01-01
261737,Senior Engineer,Mark,Lindqvist,1965-01-23,1990-11-22,9999-01-01
261986,Senior Engineer,Gila,Ramsak,1965-01-21,1997-05-13,9999-01-01
261990,Senior Staff,Volkmar,Czaja,1965-01-16,1992-04-01,9999-01-01
262208,Senior Staff,Mrinalini,Holburn,1965-01-16,1987-04-20,1987-05-23
262208,Senior Staff,Mrinalini,Holburn,1965-01-16,1987-05-23,9999-01-01
262210,Senior Engineer,Chinho,Bottner,1965-01-22,1985-07-29,9999-01-01
262328,Staff,Mayuko,Vural,1965-01-03,1997-12-24,9999-01-01
262439,Senior Staff,Lorien,Lagarias,1965-01-30,1985-10-10,9999-01-01
262636,Senior Engineer,Tamiya,Reutenauer,1965-01-04,1985-06-02,1992-04-10
262636,Senior Engineer,Tamiya,Reutenauer,1965-01-04,1992-04-10,9999-01-01
262752,Engineer,Pramod,Bierman,1965-01-04,1997-12-12,9999-01-01
262928,Senior Engineer,Piyush,Gill,1965-01-01,1990-08-31,1995-02-20
262928,Senior Engineer,Piyush,Gill,1965-01-01,1995-02-20,9999-01-01
263012,Staff,Hideo,Buchter,1965-01-09,1999-05-01,9999-01-01
263186,Technique Leader,Danny,Lowrie,1965-01-22,1995-09-13,9999-01-01
263370,Staff,Shakhar,Ranze,1965-01-03,1999-05-29,9999-01-01
263439,Senior Engineer,Atreye,Kabayashi,1965-01-09,1986-12-15,9999-01-01
263645,Senior Engineer,Mingsen,Lally,1965-01-19,1990-12-04,9999-01-01
263649,Senior Staff,Mechthild,Zongker,1965-01-17,1993-07-26,9999-01-01
263926,Senior Staff,Fusako,Schwartzbauer,1965-01-03,1985-04-07,9999-01-01
264030,Engineer,Zdislav,Solares,1965-01-15,1990-12-14,9999-01-01
264167,Senior Engineer,Baoqiu,Tomescu,1965-01-25,1996-05-01,9999-01-01
264322,Senior Staff,Leandro,Swist,1965-01-03,1991-01-06,9999-01-01
264626,Senior Staff,Noritoshi,Bakhtari,1965-01-13,1993-02-03,9999-01-01
264939,Senior Engineer,Bogdan,Bahi,1965-01-10,1985-02-09,1999-02-13
264939,Senior Engineer,Bogdan,Bahi,1965-01-10,1999-02-13,9999-01-01
265039,Senior Staff,Navid,Staudhammer,1965-01-03,1992-10-18,9999-01-01
265521,Senior Engineer,Kensei,Salverda,1965-01-04,1993-05-25,9999-01-01
265558,Senior Staff,Susuma,Kleiser,1965-01-31,1987-08-02,9999-01-01
265794,Senior Staff,Miquel,Halloran,1965-01-15,1994-01-14,9999-01-01
265875,Senior Engineer,Fan,Marsiglia,1965-01-20,1989-09-03,9999-01-01
266206,Senior Staff,Zsolt,Anily,1965-02-01,1985-08-19,9999-01-01
266249,Senior Staff,Sumant,Nishimukai,1965-01-15,1991-03-28,9999-01-01
266310,Senior Staff,Zvonko,Serdy,1965-01-23,1987-06-24,9999-01-01
266644,Senior Staff,Anwar,Gubsky,1965-01-08,1993-08-09,9999-01-01
266862,Senior Staff,Mart,Plumb,1965-01-10,1986-04-21,9999-01-01
266881,Senior Staff,Mokhtar,Sabnani,1965-01-11,1990-08-28,1997-02-04
266881,Senior Staff,Mokhtar,Sabnani,1965-01-11,1997-02-04,9999-01-01
267059,Senior Staff,Moie,Tempesti,1965-01-09,1991-06-29,9999-01-01
267227,Senior Engineer,Susuma,Tagansky,1965-01-10,1995-01-22,9999-01-01
267304,Senior Staff,Jordanka,Axelband,1965-01-06,1994-06-27,9999-01-01
267667,Senior Staff,Irena,Kaiserswerth,1965-01-05,1987-09-05,9999-01-01
268043,Engineer,Narain,Mikschl,1965-01-28,1997-11-02,9999-01-01
268191,Senior Engineer,LiMin,Teitelbaum,1965-01-07,1990-11-01,9999-01-01
269728,Senior Staff,Naftali,Kragelund,1965-01-12,1987-05-16,9999-01-01
270084,Senior Staff,Ulises,Frolund,1965-01-11,1986-07-26,9999-01-01
270716,Staff,Shunichi,Baer,1965-01-19,1998-02-04,9999-01-01
270794,Senior Staff,Dannz,Zhang,1965-02-01,1991-06-26,9999-01-01
271106,Engineer,Taisook,Kampfer,1965-01-10,1997-11-30,9999-01-01
271219,Engineer,Odoardo,Tyugu,1965-01-16,1994-11-07,9999-01-01
272141,Senior Staff,Tsutomu,Neiman,1965-01-13,1986-05-05,1996-07-31
272141,Senior Staff,Tsutomu,Neiman,1965-01-13,1996-07-31,9999-01-01
272285,Senior Staff,Gully,Mitchem,1965-01-19,1986-01-22,9999-01-01
272316,Engineer,Surveyors,Muhling,1965-01-05,1999-07-19,9999-01-01
272452,Engineer,Mitsuyuki,Isard,1965-01-10,1996-08-17,2002-02-27
272452,Engineer,Mitsuyuki,Isard,1965-01-10,2002-02-27,9999-01-01
272599,Senior Staff,Holgard,Hegner,1965-01-16,1993-07-15,9999-01-01
272860,Assistant Engineer,Minghong,Candan,1965-02-01,1994-02-10,9999-01-01
273159,Technique Leader,Divine,Hofmeyr,1965-01-26,1989-04-14,9999-01-01
273286,Senior Engineer,Brigham,Asmuth,1965-01-26,1989-01-23,9999-01-01
273396,Engineer,Wayne,Baba,1965-01-10,1998-03-07,9999-01-01
273806,Senior Staff,Hongzhu,Beetstra,1965-01-01,1991-01-24,1997-08-18
273806,Senior Staff,Hongzhu,Beetstra,1965-01-01,1997-08-18,9999-01-01
273858,Senior Staff,Gunilla,Matzen,1965-01-13,1990-12-28,9999-01-01
274071,Staff,Mingsen,Weiland,1965-01-01,1995-10-12,9999-01-01
274271,Senior Staff,Prodip,Ritcey,1965-01-10,1986-09-10,9999-01-01
274369,Senior Staff,Ranga,Waymire,1965-01-29,1997-01-27,9999-01-01
274813,Senior Staff,Yefim,Pettey,1965-01-10,1993-08-07,9999-01-01
275158,Engineer,Satyanarayana,Brandsma,1965-01-07,1999-12-08,9999-01-01
275263,Senior Engineer,Vojin,Laventhal,1965-01-21,1991-10-18,9999-01-01
275444,Senior Engineer,Limsoon,Leppanen,1965-01-16,1993-01-21,9999-01-01
275495,Staff,Shen,Yamaashi,1965-01-13,1995-02-19,9999-01-01
275801,Senior Staff,Ayakannu,Heinisuo,1965-01-22,1986-06-28,9999-01-01
275881,Senior Engineer,Jiann,Munro,1965-01-08,1988-05-18,9999-01-01
275994,Senior Engineer,Uma,Prampolini,1965-01-29,1991-02-21,9999-01-01
276027,Senior Staff,Holgard,Stavenow,1965-01-04,1986-02-28,9999-01-01
276184,Senior Staff,Mari,Swick,1965-01-10,1991-04-08,9999-01-01
276186,Senior Staff,Sajjad,Vecchi,1965-01-30,1993-06-02,9999-01-01
276189,Senior Staff,Isaac,Klerer,1965-01-10,1995-03-19,9999-01-01
276445,Senior Engineer,Atilio,Randi,1965-01-27,1988-07-02,9999-01-01
276472,Senior Engineer,Hideyuki,Flanders,1965-01-27,1988-11-10,9999-01-01
276563,Senior Staff,Gift,Solares,1965-01-01,1995-08-01,9999-01-01
276868,Staff,Alois,Sanella,1965-01-19,1998-03-13,9999-01-01
277316,Senior Staff,Vitali,Rothenberg,1965-01-03,1989-10-04,9999-01-01
277362,Senior Staff,Uzi,Kugler,1965-01-09,1991-01-12,9999-01-01
277420,Senior Engineer,Rayond,Schach,1965-01-16,1995-04-22,9999-01-01
277777,Senior Engineer,Herbert,Itzigehl,1965-01-27,1990-07-04,9999-01-01
277829,Senior Engineer,Michaela,Fandrianto,1965-01-22,1986-06-02,9999-01-01
278239,Staff,Boaz,Bottner,1965-01-19,1994-02-06,9999-01-01
278386,Technique Leader,Caolyn,Poujol,1965-01-15,1995-12-03,9999-01-01
278452,Senior Staff,Sudhanshu,Toyoshima,1965-01-07,1987-08-29,9999-01-01
278536,Senior Staff,Munenori,Shobatake,1965-01-14,1992-01-10,9999-01-01
278549,Senior Staff,Jaana,Werthner,1965-01-02,1989-07-27,9999-01-01
278953,Senior Engineer,Jeanna,Ghandeharizadeh,1965-01-26,1990-08-11,9999-01-01
279115,Engineer,Maren,DuCasse,1965-01-05,1997-11-29,9999-01-01
279280,Senior Engineer,Niranjan,Debuse,1965-01-09,1992-09-21,9999-01-01
279791,Engineer,Chiranjit,Lyonns,1965-01-10,1986-12-24,9999-01-01
280070,Senior Staff,Niteen,Ebeling,1965-01-24,1988-03-29,9999-01-01
